Beta	se_Beta	Chisq_ADD	Delta	se_Delta	Chisq_DOM
-0.017087258602546177	0.01364787816140687	1.5675251258268754	0.007405972560757677	0.013560339164338424	0.2982792849147417
0.015232571021091205	0.013731582599210881	1.230566919498726	0.016137882989786946	0.013811958168595916	1.3651570484184337
0.006364152775213633	0.013458208584840916	0.22361796099147288	0.04499455382703954	0.013521337853408815	11.073389347888279
0.0031764965039039242	0.013633449802559969	0.05428567427178252	0.00873336620309168	0.013562463705877326	0.41465429132989107
-0.0198105159431831	0.0136410889748143	2.109082118103253	-0.01131634629416509	0.014492031017780491	0.6097530032898921
-0.013724887522980943	0.013597741237836344	1.0187885217716293	-0.014963713882906642	0.01351824492283437	1.22528797047096
-0.012594905471186447	0.013611220103302193	0.8562403912303538	-0.03381230655316441	0.013590281934664565	6.1900287016927695
-0.0032633436366541328	0.01366411826874673	0.057037750854304944	-0.03366343320121625	0.013620099767515787	6.108804605898637
-0.00516267205641716	0.013572868704535234	0.14467909425221695	-0.018454666608008093	0.013209814468753467	1.9517265576738092
-0.0070918650093039605	0.013608647487582528	0.2715757526913899	0.004899022206834997	0.013614902001552992	0.12947614990988232
-0.0006864156957665804	0.013515249484397201	0.0025794450313886843	0.012548677684198466	0.013499283137485215	0.8641209135083485
-0.018298228595412896	0.013434143128919003	1.855231696734811	-0.006993145126488331	0.013508275006470298	0.2680064801839904
-0.016012157217324095	0.013445295482436339	1.4182702373945313	-0.002081214958202556	0.013418521748433436	0.024056061667669038
-0.02891763556815773	0.013447765851318504	4.624079404476954	0.0018683674086929485	0.013491877749363985	0.019176960388855507
0.0005865032794523382	0.013469103744696242	0.0018961098466829713	-0.012042374000815707	0.01342167333116468	0.8050278281175067
-0.011282197158953216	0.013617007235770449	0.6864739053461452	0.026326678507031905	0.01381720412525389	3.6303775494239208
0.004599339232382074	0.013555408704405414	0.1151239422799479	0.023883538902939365	0.013601520182950924	3.083347373190885
-0.013176104149984758	0.013560179719600402	0.9441546732922066	-0.01915592007182013	0.013708799033144526	1.9525726997806399
0.0346745549209449	0.013533413894287154	6.564581767756081	0.0013644902644457395	0.013478637043472338	0.010248231455936091
0.03618674558650821	0.013625846770755378	7.0529702606932805	0.001224679870633149	0.013458078749803416	0.008280928385251326
0.03014457326294117	0.013625846227980512	4.894308195527145	-0.00984186222946214	0.013531695164673507	0.5289932754100605
