Beta	se_Beta	Chisq_ADD	Delta	se_Delta	Chisq_DOM
-0.017047041302317704	0.013643008423993935	1.5612689841256016	0.007354628796885538	0.013555500661958812	0.29436786003991233
0.015260465503641569	0.013726684345877128	1.235959583020858	0.016037897819382484	0.013807031244138653	1.349255723793803
0.0062801143058656	0.013453416183478114	0.2179063781427151	0.04495544548933028	0.013516522972026417	11.06202505236071
0.003140252462453471	0.013628585224049123	0.05309181605854207	0.00863790944844106	0.013557624456057713	0.4059290144136651
-0.019801873930394665	0.01363620607934967	2.1087518206205584	-0.011326736263888991	0.014486843523390516	0.6113107574455295
-0.013756097606664113	0.013592881574700377	1.02415910656621	-0.014899352991017717	0.013513413670689957	1.215639143375621
-0.012614363416157095	0.013606370924476682	0.8595003645379662	-0.03374888556083583	0.013585440215341084	6.171225860456804
-0.0032305334894654385	0.013659261935671515	0.05593633768311137	-0.033589326227824026	0.01361525907895559	6.086263701045029
-0.005220123891428994	0.013568017355725333	0.14802287664707264	-0.01841602509728358	0.013205092886374893	1.9449519448355626
-0.007021228013951938	0.013603784484188565	0.26638309944419963	0.0049062109700245835	0.013610036763129963	0.1299492692841472
-0.0007657368182999591	0.013510419707176662	0.0032123390511077676	0.012507112874599331	0.01349445906596021	0.8590198075768826
-0.018370244735755534	0.013429314056907808	1.871208681551734	-0.006998759173585732	0.013503419286821692	0.2686300504964813
-0.016064893053612805	0.013440468504059205	1.4286533453518604	-0.002159748877671644	0.013413704382060389	0.025924420199777785
-0.028910202002503674	0.01344295230250102	4.625012778644319	0.0018835794860262147	0.013487048410951635	0.019504466292966597
0.0005754517675641533	0.013464265938174553	0.0018266380280626692	-0.012140290616569935	0.013416852560606797	0.8187604793689486
-0.011239867098432882	0.01361212418156168	0.6818212731837618	0.026362055093398472	0.013812249280507977	3.6427528867762895
0.004570417141391251	0.013550530824740406	0.11376248308753194	0.023958990545206983	0.013596625710186556	3.1050939675396267
-0.013228693612814257	0.013555327343579312	0.9523879601841234	-0.019109673770266712	0.013703893475173918	1.9445476871925518
0.03463450076602066	0.01352858645372516	6.55409936365991	0.0013053248737871159	0.013473829142103747	0.009385451200345679
0.036137277435765225	0.013620989468652004	7.038717669949708	0.0012801137875777283	0.013453281253154686	0.009054004524697519
0.030071117159748244	0.01362100851934478	4.873944687798126	-0.009766940098784978	0.013526890883349692	0.5213400327237624
0.007306837873209863	0.013604849220735042	0.2884506197595002	0.009023345927337664	0.013691220580609122	0.4343610551562497
0.00782615206508551	0.01331755681064368	0.3453404480368547	0.0037807571955652576	0.01351043481616635	0.07831030615339947
